Subject,Label,EEG-Stim,EEG-Stim,EEG-Stim,EEG-Stim,EEG-Stim,EEG-Stim,EEG-Stim,EEG-Stim,EEG-Stim,EEG-Stim,EEG-Stim,EEG-Stim,EEG-Stim,EEG-Stim,EEG-Stim,EEG-Stim,EEG-Stim,EEG-Stim,EEG-Stim,EEG-Stim,EEG-Stim,EEG-Stim,EEG-Stim,EEG-Stim,EEG-Stim,EEG-Stim,EEG-Stim,EEG-Stim,EEG-Stim,EEG-Cue,EEG-Cue,EEG-Cue,EEG-Cue,EEG-Cue,EEG-Cue,EEG-Cue,EEG-Cue,EEG-Cue,EEG-Cue,EEG-Cue,EEG-Cue,EEG-Cue,EEG-Cue,EEG-Cue,EEG-Cue,EEG-Cue,EEG-Cue,EEG-Cue,EEG-Cue,EEG-Cue,EEG-Cue,EEG-Cue,EEG-Cue,EEG-Cue,EEG-Cue,EEG-Cue,EEG-Cue,EEG-Cue,Pupil,Pupil,Pupil,Pupil,Pupil,Pupil,Pupil,HR,RT
Experiment 814 Participant 1,1,0.50423166,0.634120676,-0.001823131,-0.301771546,0.269203728,-0.173034799,-0.197198827,0.75178406,-0.428302454,-0.18737609,-0.365538993,-0.29444167,0.290489561,0.481649344,0.128664649,-0.84886948,-0.510640743,-0.4266083,-0.73850774,-0.349909489,-0.649867711,-0.105306812,-0.030181546,-0.368382594,0.286523715,-0.266886364,-0.102869639,0.207132816,-1.564123892,-0.214974619,0.200965223,0.054999662,0.10788733,-2.415155052,-0.270401221,-0.398542406,0.124448213,-0.056740099,-0.205752147,1.641036226,-1.047537576,0.943258222,-0.747061817,0.040959701,-0.043010868,-0.551489953,0.230843223,-0.179288797,-0.233630477,-0.250038037,-0.062625033,0.526103791,-0.015357276,-0.281916585,-0.003705899,0.113216109,-0.201432395,-0.207500549,0.396814899,0.573946663,0.666125739,0.819512618,0.797328942,0.931124801,0.94457843,-1.413260866,-0.239223436
Experiment 814 Participant 1,1,-0.604074258,-0.51508633,-0.0007729,-0.005671948,-1.336142545,-0.503956597,-0.16284089,0.278230789,0.52033344,-0.822150243,1.453804607,-2.316115756,0.937351297,-0.530612691,-0.539804463,-2.114415378,0.182239408,-0.904093227,0.226044369,0.001410762,0.476817375,-0.714587008,-0.183852334,0.254386689,0.795724279,0.316071742,-0.13063981,0.402519347,-0.17115678,-0.151119543,-0.537096089,0.395541406,0.017969657,0.530441948,0.411078447,-0.133973239,-0.383122788,0.462564538,-0.250611466,-0.144891279,-0.420190396,-0.822557506,-1.332627983,-0.603088891,1.714865819,1.628076149,0.995509563,-1.098876604,-0.073023524,-0.65507082,-0.300306932,-0.308727402,-0.655758899,1.029158176,0.082457753,0.242818262,0.202305102,0.613979668,-1.463405583,0.50834772,0.345148333,-0.240712091,-0.537649772,-1.410731168,-1.025419907,-1.75593587,-0.227312214
Experiment 814 Participant 1,1,1.527592114,1.517725824,1.739087018,0.287978358,0.805297851,-0.434483229,-0.193951266,1.704991047,1.386195384,0.603108831,0.539901171,0.602207606,0.468378947,-0.690694653,0.1608698,0.315693334,-1.290514208,0.19869549,-0.078906423,1.607555509,-1.83534788,-1.705724243,-0.339823108,0.758912906,1.399663233,0.380404116,-2.062882209,-0.688906624,-1.699832853,0.205522972,-0.653937478,-1.563886936,-0.249565843,-0.462310097,-1.64657571,-0.681568935,0.461541357,1.628875924,-0.435834662,0.35139307,0.331713053,0.330584761,0.299889425,0.315624815,0.069318625,-0.387670899,-0.092167415,1.408599482,0.660795078,-0.096205078,-0.288897841,0.229979332,0.817141652,0.711687242,0.148477346,-0.093107465,0.08434538,-0.539702337,0.260588058,-0.305410156,-0.229829837,0.048639046,0.21153067,-0.180525516,-0.610998755,-0.515097349,-1.149708979
Experiment 814 Participant 1,1,-1.810013608,1.08114478,-0.39758589,-0.866953314,1.214508812,-0.269936044,-0.145088637,-0.387722975,-0.565667491,-0.473158348,0.076440068,0.338523245,0.193909926,0.424851389,0.50604129,-0.152522842,-0.513352207,-0.144940727,-0.04185267,0.368433083,0.729289644,-0.0211302,0.471064117,-0.71266659,0.158005227,-0.100762954,-0.105103509,0.199294281,0.233381934,-0.168318815,-0.416985919,-0.179672398,0.169279729,0.969915818,0.333384472,-0.267371455,-0.111407279,-0.027483754,-0.246970361,0.595078807,0.469731809,0.822472599,1.181153079,-0.280130089,-0.265411539,-0.214506228,-0.266676948,0.473169758,0.03707739,-0.544670648,0.308426254,-0.454093168,-0.202152881,-0.669387443,-0.589427949,0.090914453,-0.198683613,-0.163368631,0.312378604,0.254622817,0.174181424,0.040418694,-0.17150204,0.560685542,0.589534537,-0.892830048,1.03844349
Experiment 814 Participant 1,1,0.26566933,0.12713561,-0.11890161,1.00661251,0.09754266,-0.847432869,-0.819916667,-0.022676381,-0.125194317,-0.125296384,-0.394409069,-0.232487826,-0.373405265,0.213007369,0.278234264,-0.173323441,0.080510252,-0.631752803,0.177159976,0.095471295,0.223387429,0.077385102,-0.16128417,-0.12204356,0.417408026,0.565381403,-0.115747991,0.491310501,1.356186666,-0.113780058,0.55737648,0.141680891,-0.140228573,0.646416322,0.578498944,0.272736026,-0.246433568,-0.308749522,-0.620268617,0.26671409,0.509114939,-0.572001375,0.407910495,1.867285073,-1.283553221,0.89597818,0.789253811,-0.294567345,-0.366838107,-0.242087042,0.448638178,-1.181465598,0.809959892,-0.090736121,1.184561543,1.108666329,0.304511682,-0.064154993,0.617344519,-0.120620743,-0.026027188,-0.044929613,-0.250273471,-0.012740254,1.076832785,-0.409676648,0.040372186
Experiment 814 Participant 1,1,0.657850983,0.340384357,-0.11326557,1.106769063,-0.436149398,0.865304067,-0.157499543,0.262353811,-0.34988489,-0.111794572,-0.090335457,-0.509889568,-0.126410843,-0.171886625,-0.547856903,-0.366114518,0.775450983,-0.673410351,-0.233195087,0.127181448,-0.022220525,-0.04026429,0.171588586,-0.064075467,-0.333046733,-0.081269181,-0.098721142,0.145754982,-0.373523775,0.849232164,-0.112198132,1.947765762,1.200659068,0.744855117,0.739312003,-0.041601984,-0.137619522,1.093117946,0.677154112,-0.802080506,-0.435585966,-0.802543347,1.58308813,1.143397235,-0.319094037,-0.528728131,0.289079982,-1.245878221,0.913866359,-0.191135008,-0.647553449,0.643967082,-0.492760944,-0.381838362,0.121901159,0.722994275,0.434835428,-0.292662727,0.283438138,1.150288864,1.209566799,-0.625893777,0.982777349,1.625806061,1.892924925,-0.57699842,2.07493077
Experiment 814 Participant 1,1,1.042453225,-0.442780462,-0.463606259,-0.775284403,0.340546706,0.340934585,0.608095205,-0.224773964,-0.246944504,-0.181511982,-0.016496826,0.076667286,0.552837534,0.161795792,1.176161376,-0.171744292,-0.221192803,0.374871029,0.017943322,-0.907578719,-2.203513307,1.299154319,-1.503407658,-1.049480858,-1.533431168,-0.809130348,-0.108956146,1.031533424,-0.793102252,-2.210540609,-1.125132377,0.0821974,-2.048430763,-0.943014718,-1.247997528,-0.543118189,0.019944049,-0.136758161,-2.179217154,-2.245978292,-0.456326858,0.576230795,-0.382328893,0.35856547,0.70603945,-1.323800309,0.764932067,-0.812820709,0.345199734,0.325644796,0.213416675,-0.120315941,-0.107849608,-0.34450717,-0.192266975,-0.105493746,-0.266771271,-0.475922727,3.066083635,3.376584832,2.3359016,0.445205526,0.082899493,0.217396233,0.078579086,-0.665247834,-0.593149984
Experiment 814 Participant 1,1,1.367291095,2.33910749,0.989817554,-1.269796637,-2.129672283,1.09532448,-0.21334058,1.088125267,-0.664714549,-1.071081498,-1.91122352,-2.065358614,-1.374367377,-4.211296615,0.153922388,1.929333645,0.486407807,0.162586708,0.237100238,1.66664516,1.309263748,2.092689863,0.128076074,-1.737553317,0.069517691,1.256690208,2.616565358,-1.261138517,0.279900608,0.019015829,-0.545431611,-0.477428744,0.922249901,1.674829802,0.570391842,0.388865864,-1.047461262,-0.376674604,0.23399644,0.60248832,-0.467980488,-0.243067002,-0.502562435,-1.791683066,-2.02862035,0.682444697,1.438165201,-2.434364803,-1.986638496,0.456135444,-0.101306374,0.326062593,-0.192736705,1.171528333,0.965677434,1.283654458,-0.64525419,0.319111233,1.236799104,-0.96201563,-0.470165914,0.235570466,1.770393742,1.211680938,0.095900521,-0.797906486,0.462753242
Experiment 814 Participant 1,1,0.71481788,1.027495049,-2.385258954,2.005750978,-1.714572255,0.972169513,-0.210913298,0.925635496,3.182644343,2.600674564,2.795737323,1.543493431,0.826623341,-0.615829726,-0.658188909,0.854103771,0.996631249,0.426183175,-0.250822865,0.171200001,0.370199563,-0.875528814,-0.458665187,-0.509248405,-0.475331272,-0.483726436,-2.032439276,1.231294979,1.994567533,-0.651642193,-0.65614385,-0.803936999,1.057120918,-2.527054588,0.621183176,-0.1991174,-0.860936748,-0.389335832,-0.432251876,0.129920129,0.356883209,-0.282344538,-0.336208589,0.002307689,-0.124649519,-0.23856732,0.842830667,-0.466629502,-0.889405388,-0.925864453,0.871998378,-1.523643202,-1.874297077,0.088602475,0.862500554,1.254159701,-1.027129805,0.520470557,-1.84138028,-0.230072487,-0.140202179,0.809621678,0.839712204,0.270673725,0.810213022,-1.01383746,0.443441356
Experiment 814 Participant 1,1,0.603896272,-0.449037299,0.449343127,-1.286809111,-0.826123061,0.251381338,-0.187088465,-0.38673751,-0.764055571,0.218255215,0.099576204,-0.356775536,-0.419055542,0.313729853,-2.184529958,-0.977341468,-0.802681744,0.64603108,-0.135409441,1.082782989,-0.470410767,0.222491382,-1.174373438,0.237530478,-0.125536088,-0.582413346,-0.107213049,-1.10709903,-1.469869468,-0.023205423,0.50064961,-0.330158166,-0.270407568,1.087966227,-0.156553011,-0.535020308,-0.498131516,0.114789602,0.737978023,-0.644395226,0.817290942,-1.249795222,0.083867227,0.042545665,1.35162855,1.318042537,-0.934386069,-1.311018303,-1.518699743,1.001571549,1.141270767,-0.780258447,-0.497188308,0.023692601,0.825490775,0.344221278,0.016219805,-0.4204805,-1.011112833,0.485197586,0.130426702,-0.517146602,0.859522942,0.560180356,-0.617254185,0.25068688,-1.188115794
Experiment 814 Participant 1,1,-0.08621537,0.470741761,0.215834593,-0.220742168,-0.574388693,0.846730274,-0.218181204,-0.519592715,-0.459913822,-0.220199655,-0.350185417,-0.776298907,0.135782974,-0.063184366,-0.676353713,-0.161858301,0.407766393,-0.347809519,-0.437560246,0.289547783,0.255106094,-0.374995224,-0.445336128,0.136654043,-0.164180343,0.002848049,-1.153573948,-0.148836063,-0.297962911,-0.062967975,0.056537604,-0.545458228,-0.803377108,0.630427708,0.043092147,-0.179627547,-0.335814307,0.55764689,0.951651427,0.402247864,0.21997287,0.327752639,-0.438422906,0.714759968,-0.213340746,-0.211828195,0.055857572,0.914483634,1.4992668,0.316427522,1.122055758,-0.770702902,-0.458181367,-0.494807847,0.4468008,0.143853185,0.04751593,-0.233586593,-0.322208641,0.587697986,0.486542283,0.506967768,0.192207487,0.008828215,0.276237814,-1.324775261,1.426838952
Experiment 814 Participant 1,1,-0.433265586,-0.180892135,0.050370264,0.112931553,-0.086882527,0.614338262,-0.202240734,-0.131569501,-0.927989426,-0.390804805,0.411217582,0.814720583,0.921515495,0.543852839,-0.123007362,-0.150668501,0.105053861,-0.409942183,0.362445763,-1.127287101,0.631848914,-0.164046503,0.010862429,0.432691939,0.865884051,-0.196805204,-0.068457296,0.245391108,-0.056638849,-0.882346406,-0.401864951,0.086477982,0.45957079,0.506234389,-0.368200046,-0.978527416,-0.616509228,-0.023298941,0.677871183,1.799820911,0.320486589,-0.111339518,0.959672094,-0.000278212,-0.914094176,1.086014096,1.031852285,-0.659159056,-0.301773283,-0.542914717,-0.034862321,-0.227439552,-0.663183238,-1.137549549,-1.517880438,-0.852990859,-0.254488213,0.436091131,-0.403079077,0.00317912,-0.213423044,-0.539864475,0.314970449,0.352009834,-0.425982146,0.766253524,-1.574988976
Experiment 814 Participant 1,1,0.271618284,-0.013322323,-0.544981453,-0.400066552,0.144913141,0.243642788,-0.198176233,-2.034814963,-0.492328803,1.498551723,1.583681068,1.682383201,1.721704532,1.599473996,-0.42756645,-0.207350425,1.319024269,-0.111742245,0.119337941,-0.290890295,2.382876446,2.794230222,1.944324,0.060541696,-0.073548114,0.546666529,-0.141072699,-1.353718947,-1.923618488,-0.236254709,-0.153721161,-0.59860494,0.199351667,-0.570414407,0.424419449,0.690850351,-0.149317979,-1.173500462,-0.506479904,-1.407537527,0.565834464,0.376634501,0.580178396,0.006398126,-0.576460257,-0.584624293,0.321346851,-0.073867616,0.109147519,-0.591729616,-0.63661617,0.276234004,0.006811494,0.610507495,-1.17875983,-0.863309792,-0.829527897,0.441419544,-0.422993046,0.281475292,0.896343239,-0.252919135,-0.781635666,-0.914835196,0.251129008,0.940209261,0.423404653
Experiment 814 Participant 1,1,0.240849874,0.229494537,-0.057794247,-0.457480084,0.611844196,2.309333489,-0.174039816,-0.502266163,-0.478189455,-0.076573182,0.107249514,0.262232621,-0.155899683,0.178329349,-0.092016435,-0.970392923,-1.228521265,-0.512525672,0.005811008,2.961377015,1.469010964,-0.657669707,-1.059560542,-1.191300658,0.01975722,1.36314046,-0.068227261,-0.185024416,0.111904495,0.870343897,1.844360956,2.072924267,1.093644574,0.325521189,1.616681434,-0.276507852,0.913738146,0.644435359,1.177634374,-1.492521395,0.208990882,0.022255732,0.215892086,-1.016607238,0.260066206,-0.02415281,-0.794505141,0.391341794,1.236555828,-0.256818252,-0.498085321,0.217005396,-0.77078699,1.451276524,1.084604134,1.24614968,0.167168867,-0.226293106,0.16719311,0.088753187,0.985367459,1.30105805,0.638356944,0.813353988,0.46703573,0.356327681,1.498847846
Experiment 814 Participant 1,1,0.742331229,-1.019227774,0.967451538,0.574668585,1.744587684,-0.105265632,1.450626926,0.332679118,-0.912124546,-0.864564573,1.559143564,-1.203259992,0.784280739,1.685948854,0.013898922,-1.807908126,-1.779111138,0.399089464,0.837864411,-0.589005308,0.201453817,0.149236552,1.042232691,1.348153069,-1.508914508,-1.272017061,-0.121444195,0.920765771,0.521190211,1.697139509,1.791073285,1.196915192,1.06279718,-1.272720292,1.184227001,-0.691880747,1.123222409,1.515996325,0.604903951,-0.008424606,1.221228622,-0.74631318,0.049208605,1.69272069,2.580780382,1.857754458,1.582144229,1.105614076,-0.911945976,-0.88416576,-0.066846631,-0.140938436,-0.194713288,0.702827134,-0.328127466,-0.310642012,2.069738117,-0.935870664,-0.070599277,-2.75752287,-0.344141833,-0.668965064,-1.19614595,-0.177922247,-0.817281401,-0.085652115,1.5610326
Experiment 814 Participant 1,1,-0.335669382,0.317185474,1.009292009,0.322612829,-0.439774292,0.172049299,-0.199437227,-0.208800547,-0.286898824,0.21319294,0.459092201,-0.048372589,-0.895858312,0.029914437,-0.66429823,1.703591436,-2.406143882,-1.61905713,-0.679214698,0.198087397,-0.270912387,0.309939565,-0.459947017,1.286281697,1.592067972,1.241940868,1.091536711,1.632917289,1.359465607,1.42807439,-0.142363486,-1.224804287,0.792749715,0.355616687,0.068516475,-0.289596416,-0.403888824,-0.148725805,-0.163373703,-0.451703193,-0.456264533,0.247155435,1.369237441,0.008846508,-0.475412035,0.156526271,0.510210196,0.419638104,-0.375523293,0.422807987,0.403457189,0.686349288,-0.136969016,-0.026663692,-0.155250076,1.099009749,-0.086386279,-0.973155995,0.360141252,-0.913170272,-1.24615982,-1.455633396,0.52921816,-0.32916879,-2.75997695,0.415196721,-0.670403087
Experiment 814 Participant 1,1,-3.06343762,0.471501908,0.511644715,-1.499943532,-1.877694953,-0.50895722,-0.232250814,-0.145573423,-0.553073841,-0.1316612,-0.271980094,-0.376068684,0.402672203,0.183279972,0.052436373,1.631129584,2.290748168,2.362407756,-0.513384515,-0.597301916,-0.508050843,0.109763733,0.664137326,0.541822621,-0.979137418,0.185027573,-0.158875669,-0.573271063,0.136583623,0.478265112,-1.260950536,-1.278714046,-1.788760072,0.010973097,-0.495133024,0.057520388,-1.476445449,1.730347747,1.648636639,-0.752677678,1.818923219,-2.756524509,1.685381884,-2.42574274,0.687616576,1.598258815,1.492385434,1.461707904,-0.19739105,2.333069279,2.950376166,3.675117272,3.149667742,-0.998390748,-0.279779971,1.340766294,0.744877755,0.213190861,0.421078002,-0.221159085,0.101161822,-0.985180359,-1.034431723,0.099678627,-0.179041245,-0.55769957,-0.959252157
Experiment 814 Participant 1,1,-1.054365367,0.900511197,0.856325192,-1.238794316,0.419651185,1.459608293,2.22252637,-3.56048391,1.103084497,-2.780587209,1.141558915,1.370563374,2.050672617,-2.604746426,-0.011819057,0.740284626,-0.809712061,0.338970403,-0.339853558,-0.735138912,0.128721197,-0.424187394,0.405082977,0.180057847,-0.362314093,-0.636625421,-0.086313762,0.138575386,0.179177324,-0.139775437,-0.758321299,-0.843327861,0.620200668,-0.086418946,1.49446717,1.700329456,-0.913851616,-0.306743266,-0.161877518,2.219965098,0.236951007,-0.577579399,-0.737120776,0.068215956,0.028622308,-0.119235988,-0.501387083,0.361434937,0.595374613,0.551804401,0.618861194,-0.186386089,-0.17915752,-0.444929752,-0.188288901,0.101013793,1.151575585,0.842916672,-2.615877506,-0.444250605,-0.938239996,-0.579222728,-0.685875506,-0.628136511,-0.893826261,0.458178882,0.863281133
